label,class,ASC,ASC_VAR,ASS,ASS_VAR,ASF1,ASF2,ASF3,ASF4,ASF5,ASF6,ASF7,ASF8,ASF9,ASF10,ASF11,ASF12,ASF13,ASF14,ASF15,ASF16,ASF17,ASF18,ASF19,ASF20,ASF21,ASF22,ASF23,ASF24,ASF_MEAN,AFF,AFF_VAR,LAT,TC,SC,SC_VAR,HSC,HSD,HSS,HSV
03-01-04-01-01-02-01,sad,0.02947234160335916,3.754640824760376,1.6256870865490973,0.6252207752837045,0.5313393009403341,0.5340254969407374,0.5387593351175148,0.540547093609977,0.5461898752446185,0.5477976980687479,0.5505220008948942,0.5506807154529543,0.5508684381211515,0.5590159567193328,0.5728150586273886,0.5807552781590656,0.619436409432517,0.6374336208158778,0.6590106363347239,0.6870546911636084,0.7341606908408908,0.7710733683486846,0.7758070191487334,0.800754534334416,0.7994626824517143,0.8018762462589096,0.8244779197618709,0.8953940316719693,0.6503857541025263,787.1863258882097,452054.19929692656,-0.7678512937438314,1.7231631702777244,2883.4983759309316,3959405.5855823234,1682.777381516609,0.1743485764090331,0.7626792208357259,0.09315370097298892
03-01-04-01-02-01-01,sad,0.32883632565776844,3.9202786192865577,1.2974735527104817,0.6847943493129547,0.5662417697979965,0.5666162122134563,0.5668824943067494,0.5697408282777003,0.5711409570029101,0.5808188169551031,0.5822373254292557,0.582759278617275,0.5833659103448962,0.5856105217524812,0.5908584467420247,0.6075845446499242,0.6226795570211933,0.6480822624908708,0.6777504039501357,0.7148000051449452,0.786572034001021,0.8193688586866739,0.8294160261023662,0.8457383949364405,0.859277039710473,0.8622620163749478,0.8775989792495321,0.9140601873410206,0.6838109529624746,918.8604899226812,453796.5880933007,-1.1268732363854996,1.6129692492617227,2550.1759345804594,5090004.129287882,1561.0210771419581,0.18262961700934952,0.7434045023271267,0.07297943461452004
03-01-04-01-02-02-01,sad,0.3569990891739037,3.982848994787591,1.549225573735366,0.7482791931828906,0.5605093344571869,0.5611805683942466,0.5618480887971854,0.5627472934814352,0.5677516158082553,0.5715136660896155,0.5726390072265214,0.5728015691031026,0.5755710809010864,0.5781177011497473,0.5938484298294323,0.6159099262601214,0.6380616761307111,0.657620174683228,0.6701417362158217,0.7005623047012134,0.7518069047452346,0.7750519133363003,0.7794910563588008,0.7952709737992651,0.7957353145865799,0.7984039340623779,0.811714684678793,0.8709274600860273,0.6641344339534287,914.2653204745174,446006.40117543325,-0.24769540679896732,1.567217902328893,2930.615534589264,4590828.132431269,1577.2479509829238,0.185765827250747,0.7369973068700221,0.08652189007133394
03-01-04-02-01-01-01,sad,-0.2595647042802399,5.2273915900403,1.5982820558790332,0.8034589045583365,0.507055492040677,0.5088771445406806,0.5104525876186466,0.5116652955263931,0.5141992996854314,0.5182006037945187,0.520830574575476,0.5209577637836974,0.5220172752831955,0.5265513417040427,0.5316699352905148,0.5454107522353415,0.5527928459520219,0.5764253726176981,0.5979723883764794,0.6352533480487214,0.6868170335621707,0.7131992198041006,0.71855293030211,0.7409346182492819,0.7429677606898091,0.7459287896566037,0.7670172695256443,0.8245178780377866,0.6058444800375434,795.7556661544827,451404.6910979021,-0.9305785912415308,1.905583427813374,2831.4456186706707,3995020.047912442,1505.907936864214,0.17995537997006547,0.7510953558268613,0.07980681383430548
03-01-04-02-01-02-01,sad,0.4329127321450725,3.4586977001620736,1.4540533460026588,0.7076461962003006,0.5137263900699889,0.5144126584349749,0.5149207391463217,0.5151193703680876,0.5165770742516613,0.5175699189936271,0.5180209322694759,0.5181376509463745,0.5181212529874168,0.518366083674078,0.5196150921071363,0.529794043851011,0.5507934537081366,0.5550722351343303,0.563270896313871,0.5774475474966553,0.6220949736765682,0.6228505647423288,0.6289695908077902,0.6606971175876938,0.6814847299297584,0.693370881114602,0.7242366645330218,0.786563043841513,0.578384704416101,846.0764559296819,439553.86191900435,-0.09115768411896512,1.9502598477562794,2827.1936803641656,4442848.824253187,1550.3422011018058,0.18115390182727498,0.7469646798619606,0.06478951566942996
03-01-04-02-02-01-01,sad,0.30932363726709655,3.5985021071418593,1.4770632685305476,0.6696306384316064,0.5168048984282094,0.5178445301704774,0.5186468985065854,0.5204049169479422,0.522241476071239,0.5271671123362495,0.5280007951356073,0.5281319745866017,0.5281675285225341,0.5282188516274687,0.5349171720341453,0.5450301960074753,0.5623539246447883,0.5668606259853146,0.5706320486349598,0.5837328334782775,0.6254435684419938,0.6301178659522176,0.6343831132698262,0.6579781480257633,0.6687411575057604,0.6732955281973776,0.6798981853217722,0.7441002633976672,0.5797130672179273,813.0451649368371,453939.0431815608,0.0654552215408672,1.9042738084615138,2827.800423812734,4340007.621215706,1333.3364267225074,0.18400458441267292,0.7285591086617953,0.07291611009761138
03-01-04-02-02-02-01,sad,0.43578632786810095,4.048015613740077,1.5286386226791093,0.6203455958580454,0.5093896631790998,0.5102759650212003,0.5110232483024922,0.5121990150948604,0.5124686674937521,0.5130984647247082,0.5138696149440781,0.5138731585933457,0.514008426477076,0.5141557656743928,0.5163887476071211,0.5265727697484771,0.5361230033459224,0.5418426053701368,0.5468866224493879,0.5523642261699832,0.5693665761892732,0.5816822876216554,0.5831595834599537,0.6139749259140465,0.6254195956750237,0.6286484204587863,0.6517355067369927,0.7015916257428659,0.5541716035831096,834.4871797560221,446714.05447087344,-0.09691001300805639,1.8376550454439948,3030.2018383687005,4255997.75853435,1543.083598099693,0.17907101156263147,0.7393035850005761,0.07421677336805153
03-01-01-01-01-01-02,neutral,-0.19766495724114935,1.9818794358224918,1.3285429454705755,0.9843272836858761,0.5318890250690964,0.5352993022471841,0.5357384981121545,0.5361341333594344,0.5364588395892541,0.5387023898892224,0.5399721039767779,0.5404931176499795,0.5430777276539349,0.5437735169156612,0.5459604223962302,0.5476687811276049,0.5540216995710885,0.5917358171462564,0.6013334770658235,0.6293058306566037,0.650850748634116,0.6745632818015038,0.7114733409309226,0.7149034092300629,0.7193123832081162,0.7332629456388612,0.7359968407050206,0.7805591625297605,0.6071869497960279,865.8905347099451,387461.82826976944,-0.39218767978294633,1.7570654555811842,2171.5321748445626,3097993.7719838335,1547.230430117954,0.18867074913067172,0.727909286244465,0.08439017486677029
03-01-01-01-01-02-02,neutral,0.029606831961467236,2.571108082676861,1.444488397604683,1.0466998044610056,0.5295129576921719,0.5303391645783887,0.5310611873787596,0.5311967834947892,0.5319093302292464,0.531929608149516,0.5322643832269702,0.5323286579618358,0.5323170342449407,0.5326130228176423,0.5367599548169242,0.5435240120809742,0.5550647751059357,0.5877578556779288,0.5914979208464122,0.6221178704532341,0.6376485587597485,0.6750987454091845,0.7096440373251176,0.7132382141470005,0.7204495425299432,0.7254373156310512,0.731542988791104,0.7920587165617115,0.6023880265796054,872.2863318402904,386671.69821000786,-0.1938200260161128,1.7129173818509174,2499.1173558156997,3552714.613489283,1675.6244872518746,0.18848071120293386,0.7414821782472955,0.07527171048972367
03-01-01-01-02-01-02,neutral,0.12214848266376387,2.932997156733965,1.5269227157279575,1.0995874059417665,0.5144307470373886,0.5159785928886403,0.5163723863025806,0.5163888774696133,0.5168577075224965,0.517187791508318,0.5175994519757771,0.517693386990362,0.5178126472242213,0.5216798932486468,0.5251953920881876,0.5279031040442594,0.5430773802465946,0.5709720314815621,0.5723535632979324,0.5906214498730447,0.6064826709311291,0.6229626370894865,0.6518914239412026,0.6520168347258073,0.6587895245682123,0.6614517301012691,0.6725996985407977,0.7376437846765084,0.5735817794905849,844.7382166533921,395769.7054388804,-0.8580279240929195,1.6851505537652254,2750.4051858512935,3734541.0942623615,1625.378853215619,0.1929201312067306,0.7034324638820343,0.08919197217547523
03-01-01-01-02-02-02,neutral,0.1943720371481149,2.412678939792802,1.4026557559755113,1.0636400308285172,0.5310268281841567,0.5327208713334228,0.5334103477274578,0.5334800906664307,0.5349078676121658,0.5353435999156266,0.5366574597440665,0.5406210293965111,0.5413110856637748,0.5420528369991163,0.5456032242261477,0.5475088320149353,0.5508361532642566,0.5779707702157383,0.5806434728404384,0.5957847396663881,0.6091123459991709,0.6276520800242089,0.6625056335356488,0.6627727817319993,0.6704576520964476,0.6779873859781496,0.6924421895607673,0.7374044263068454,0.5875089043626613,880.7592449698931,395994.19579098735,-0.7958800173440749,1.629804004832888,2600.4942661037853,3579671.4418507377,1780.637532068827,0.1859694814541357,0.7265063914440226,0.0902401178246879
03-01-03-01-01-01-02,happy,0.22231125099402735,1.8292084245404387,1.5718673937648053,0.538466844625702,0.5032624327333787,0.5051983460857905,0.5065161128118686,0.5077933956223288,0.5094088887051488,0.5096208937240445,0.5097489596804918,0.5104432764680307,0.5104308085068036,0.5103690722927868,0.5107878668491385,0.5123000500374588,0.5188517761951774,0.541023031919702,0.5434650800912383,0.5531377877518792,0.559934150552968,0.5884831515689636,0.652164396518421,0.657187687619987,0.6729970856412464,0.6986591590054695,0.7212019672999149,0.7464897521764866,0.5649781304107803,761.2725626563223,383207.2285758728,-0.26440110030182007,1.7408413100217626,2707.9669227858226,2306591.5800205288,1617.1550363293836,0.19163792340047586,0.7002446431374059,0.07413194061129455
03-01-03-01-01-02-02,happy,0.2467386550995331,2.4710157224978966,1.5053853669571924,0.782532620056835,0.5047259515508812,0.5051449658695827,0.505454570413322,0.5077289023314354,0.5108943334907372,0.5111264924048002,0.5122353135658363,0.5133803846277823,0.515315593922987,0.5166317649740193,0.5167303328805388,0.5174684003420013,0.521267870061509,0.5347457050495779,0.5380745418067711,0.543891362562737,0.5567576869804477,0.5986854692759056,0.6650995290988203,0.6716038614310486,0.6780400557239555,0.6880049192015146,0.7143523340720775,0.7499720450526717,0.5665555161121233,845.2550446905449,394352.6909716914,-0.027488604249587843,1.7740756917536915,2686.666819820203,3412928.939224339,1579.826595857704,0.1881171738659017,0.7012336527975125,0.08121239290700231
03-01-03-01-02-01-02,happy,0.1790555509429626,2.2074079115235214,1.1975497536548412,0.8086376021778489,0.4997371734707511,0.50019644941076,0.5014446325461237,0.5037387011995547,0.5062606658762282,0.5066040652801664,0.5084765185947074,0.5106837611488734,0.511015268343288,0.5110671905273766,0.5113369411196349,0.5123089415737193,0.520607733542336,0.5305890661096171,0.5333896343866908,0.5373980891158415,0.5428165064255649,0.5775608901409776,0.6389333497049202,0.6440649446187425,0.656937963180174,0.684002351661849,0.7013961235080164,0.7493345342285295,0.5583292289881018,841.1979457670583,393692.9126575897,-0.9719712763997563,1.7306309842109415,2258.4364019143336,3466261.4665285004,1489.6443573978092,0.19780529296655172,0.6684153124478814,0.0767678485593981
03-01-03-01-02-02-02,happy,0.1181832718000556,2.042406406906798,1.6229789492278925,0.7374430370644152,0.5082670492047608,0.5110872392538753,0.5117588288129277,0.5120893882349361,0.5135751363704987,0.51365701191042,0.5142650088391855,0.5174375830333298,0.5179741199751008,0.5180999021366446,0.5181509323622265,0.5185746944640446,0.5235325753138215,0.5376686146245211,0.5403440326078809,0.5467165204027405,0.5544288773274036,0.5985910743473287,0.6354003913754451,0.6382384598716774,0.6466959859660008,0.6826491877274793,0.700090820808442,0.7581179629932787,0.5640588082484987,799.7445565067869,386799.11881936184,-0.9305785912415315,1.7030650123573918,2800.2879860302614,2653978.551128669,1481.5942614007945,0.1957376497969327,0.6792275688695859,0.08272395369714441
03-01-03-02-01-01-02,happy,0.09853948805500515,1.654128799829967,1.2408650427482883,0.8864343616313517,0.42550061833002123,0.4332572117955895,0.43386072542175214,0.4353377376426618,0.44368166108614854,0.45225569617106404,0.4527068800881096,0.45515643186891486,0.4552308163338566,0.45525773906253897,0.45526955053819046,0.45532176833405413,0.46052146256631715,0.4757409956545388,0.48035293250089567,0.4903578277600383,0.49179698030701224,0.5033865361716375,0.5215912915941562,0.5263319250797458,0.5285551052270107,0.5535470808962053,0.5905017379695804,0.6409832784426147,0.48402099961844397,810.5878292207756,369508.471753215,-0.12071292768068119,1.7437469781977484,2148.775361559605,3045536.5037988327,1708.4876521639164,0.18576038454130914,0.7223128386647667,0.08078661234736932
03-01-03-02-01-02-02,happy,0.20534688910099008,1.960145515569444,1.3839257094719128,0.8255820333086303,0.4078597190949544,0.4160751607971969,0.41631662705584466,0.417368986365147,0.4186442860879567,0.4189911592580275,0.4224984944740845,0.4236672632732772,0.42571769213561866,0.42613278412404576,0.4262596758726924,0.42629670964688016,0.4306504915284684,0.45385885970153916,0.4583663509786249,0.4726272717920044,0.47917290110669936,0.4890685404120758,0.5132798143372542,0.5164721559366166,0.5265276024376782,0.5452670604551468,0.5828518225401434,0.6441407370859878,0.46492134027074855,768.772330239596,354951.06652635674,-0.11463877996848805,1.6754928858992868,2469.918271444758,3035946.840198963,1765.1667093804979,0.18783014243955742,0.7065723826100756,0.08687012140736644
03-01-03-02-02-01-02,happy,0.07916240421981227,1.5153191077874104,1.5000206642693092,0.6398002968969628,0.42340350981037106,0.4279521109209313,0.4296236430915198,0.43256953567007556,0.4380591482568198,0.4388192010392559,0.4418211662407331,0.4430199468536834,0.44558280056308813,0.44983049714846496,0.45068195871207706,0.4534096238883967,0.4687902488856688,0.531038895325623,0.5335113714598126,0.5439427616750271,0.5524000883795253,0.5788985546570268,0.6250451747718786,0.6362670483849611,0.6501909797902422,0.6817073801386304,0.7032385716353268,0.7311164038090365,0.5212883592128407,664.1273591711513,340468.1079027922,-0.6709412807357756,1.7002571794055261,2536.0261111795708,2159383.1578651946,1694.3348008085543,0.19080850756260373,0.6993632375760187,0.0853225937140035
03-01-03-02-02-02-02,happy,0.037872685621773094,1.8231433148115805,1.205266828256904,1.0008248093397807,0.4554642030355719,0.45815144475331365,0.45845039710691965,0.45939052134349617,0.46248228161194394,0.46267141911336984,0.4651843994782177,0.4675494689345341,0.46862978999392546,0.46868585523516476,0.4689530283241438,0.4699030433672308,0.47522651092125634,0.4957709997247638,0.5003982351845433,0.512991375964999,0.5256983336340707,0.5416365055162825,0.5660990980607541,0.5785120916461491,0.5965378945069221,0.6386471368540205,0.6767170561284503,0.7075516320912678,0.5158876134388046,780.5750215047943,369818.40055198903,-0.5569979284289387,1.7386059985258078,2085.0357355284364,3228036.415756654,1755.2626571741098,0.1913277709296999,0.7106353064318683,0.07634387660133218
03-01-04-01-01-01-02,sad,-0.2921873067986777,1.3567874016026968,1.1336454492474166,0.9692809250310953,0.49388784994803836,0.49483412387253584,0.4953697089423183,0.49546099981861114,0.5047938862693893,0.5139449990510376,0.5183467497170062,0.5200349600204176,0.5218875511155042,0.5234220447303581,0.5318751893937974,0.5417110354595199,0.5661375748882814,0.5928354725230134,0.6088464788565591,0.6349416675373569,0.6633308538428093,0.6942926700632202,0.7296846165427715,0.7365339434123881,0.7368360042944316,0.7468964691801097,0.7508739714722744,0.8121679196688302,0.6012061141925241,847.736090498297,394776.82951030467,-0.7678512937438321,1.8396598294579865,1792.4706174487862,2673109.1978233517,1369.412269841193,0.19271496125893608,0.7209673924777864,0.04132144473026605
03-01-04-01-01-02-02,sad,-0.13031297761202204,1.647854320377341,1.1230724539273966,0.9314206913938562,0.49705018430637904,0.49852507519446976,0.499074314745925,0.49931273869795684,0.5035976170745539,0.504677261938772,0.5089879773201443,0.5098191317724022,0.5115385999303371,0.5128075703492906,0.5153170947625747,0.5200800052064455,0.5372495705261401,0.562119089584198,0.5728376076629288,0.6061315158559841,0.6424761924139947,0.6826083496850132,0.7340099876771938,0.7397008383348246,0.7420264680857039,0.7516674108670106,0.7586260861238263,0.8291547322651269,0.5933081425158832,858.3918109147731,400732.9277970791,-0.18664144138898953,1.8405782362125136,1875.1237386053538,3085190.129715038,1361.5899647985523,0.18593210444496025,0.6795551809544711,0.06484003725389627
03-01-04-01-02-01-02,sad,-0.03481896905171931,2.2313996505807974,1.1396478727404622,0.9810034692593483,0.522334709028053,0.5231412928255257,0.5233682810582385,0.5237471411593307,0.5330092302057714,0.5340891176594652,0.536043460940513,0.5409224376739298,0.5429161233375148,0.5437715026508848,0.5497099430234808,0.5528888976539842,0.5764943469213439,0.6078956181698232,0.6194017002289116,0.6367194416351226,0.6451749111738128,0.6778250141589331,0.7223204062288303,0.7272162718346955,0.7332613118398181,0.7538946777687227,0.7554152912159732,0.8413902030277801,0.6134563054758525,860.7739145714806,410112.77065928164,-0.8258432407215185,1.6688321989803956,2047.715870261318,3704324.9219903387,1214.7205064874463,0.2152923768565575,0.6445275654160394,0.027649964630200984
03-01-04-01-02-02-02,sad,0.040642471471811645,2.45452263633383,1.2018472656331143,0.9088815162209649,0.5158527825049055,0.5176557187814861,0.5178041436605451,0.5178421700019745,0.5267808458869908,0.5288539295474323,0.5331862788222329,0.5337064124384259,0.5351683899776338,0.537122971182082,0.5494914327307433,0.5630304007842071,0.5876685969725123,0.6138159520631221,0.6342873816542527,0.6544069888622318,0.6980843775258633,0.7251425447358888,0.7438914883386808,0.7486719740934933,0.7623895444118893,0.7897843356963414,0.7938726710158626,0.8726752477385505,0.6250494408094728,873.2063367756973,407501.53641456313,-0.6932176754469273,1.6256567832880366,2202.0910581060925,3786740.3645842588,1168.0257490413571,0.20576019731655346,0.6664588623527709,0.028359680944884703
03-01-04-02-01-01-02,sad,0.049979943874591495,1.5250891203482237,1.162030267355628,0.7678745787873773,0.5091581958301332,0.5143626170954367,0.5166361100463931,0.5195940596479658,0.5277082481781058,0.5335181269148085,0.5345134464842499,0.5352824572248057,0.5360863728292531,0.5383792786313104,0.5428015093231373,0.5501072197459339,0.5609599100146941,0.578064467262485,0.5859897510559701,0.5976975925564175,0.6147306391451327,0.6526905454001337,0.6840072464793563,0.689668976778483,0.7120331793666993,0.7565421562436786,0.7722070520272407,0.8343873628957865,0.5998802717157338,860.7938671546034,386365.5114969967,-0.1394623636935201,1.8973557711568103,2104.072145290361,2982643.212341603,1594.3078166722066,0.17904485629350947,0.6939225076331887,0.09676851893641028
