label,class,ASC,ASS,ASF,LAT,TC,SC,HSC,HSD,HSS,HSV
03-01-04-02-02-02-01,sad,0.43578632786810095,1.5286386226791093,0.29343780133950825,-0.08548055122727463,1.8385556154649585,3030.2018383687005,1543.083598099693,0.17907101156263147,0.7393035850005761,0.07421677336805153
03-01-05-01-01-01-01,angry,0.3750734070312163,1.504173202400003,0.2535097959223404,-0.027488604249587895,2.034005740813108,2710.321567718744,1919.0032066477636,0.18227316891990084,0.7940350318745556,0.11073854840023713
03-01-05-01-01-02-01,angry,0.3774614061787731,1.4320138214610871,0.21255677299062348,-0.9719712763997563,1.9212330663567536,2778.640061732968,1706.623591783616,0.18072258819609524,0.7760554146011407,0.09166163428610978
03-01-05-01-02-01-01,angry,0.26991760759690714,1.707799330764319,0.22284420335033395,-0.10273955666878033,1.6532628039711526,3023.3508113622675,1590.721767655545,0.18013908851722252,0.7470486500908858,0.09933049351050317
03-01-05-01-02-02-01,angry,0.07252907165193438,1.586787292292644,0.1731518119870531,-1.2730012720637367,1.768051134457567,2679.6687451619555,1578.348343503538,0.1828467576559252,0.7479147062982934,0.08808071384029699
03-01-05-02-01-01-01,angry,0.10713394422449554,1.4575097782060318,0.12550816321875838,-0.9305785912415315,2.0022783046523105,2490.5300604934255,2422.049389951668,0.17645771946226269,0.7468530267584719,0.09211624101218074
03-01-05-02-01-02-01,angry,0.12800340842379945,1.153661278809368,0.04495006837694542,0.3113299523037932,2.1301332684508494,2268.3008942366805,2101.705539793355,0.1804407844309483,0.7549587844735658,0.0802461075724825
03-01-05-02-02-01-01,angry,0.4278980795533629,1.2758165418868326,0.06047088974334419,0.03662889536216113,2.059377480937694,2322.1094389234445,2894.467232147878,0.17711234415735858,0.7427610399219894,0.09989955589126132
03-01-05-02-02-02-01,angry,0.39821625206448635,1.2130488568453364,0.05206675409630295,-0.8580279240929203,2.160298017412461,2344.0074181152004,2689.4873671521527,0.17448816879846676,0.7273099919891242,0.08126886654754369
03-01-06-01-01-01-01,fearful,-0.9562487760211172,1.788298435179196,0.12766644897965765,0.12493873660829993,1.9097490890079922,2649.2826192499383,1831.1432131915683,0.17704773992690706,0.7965175790359205,0.07034632236665683
03-01-06-01-01-02-01,fearful,-0.20685529225730268,1.7491275848514682,0.15357520684955972,-0.9719712763997563,1.8577134256039156,2737.1236661710304,1654.8402805496003,0.17748395501455927,0.7663731315516594,0.08538618539380065
03-01-06-01-02-01-01,fearful,-1.1907472174948235,1.733602361696434,0.12432162169191857,0.20700567089341299,1.68791721049854,2594.6365749690112,1605.771703018589,0.17819155786671212,0.7816205660925387,0.06898080341288118
03-01-06-01-02-02-01,fearful,-0.25839957142969655,1.6351889028734168,0.18799443542182667,-0.07987667370927613,1.8920569868709558,2756.288582165237,1345.0953752766764,0.1815288609047103,0.7514579341728583,0.05544533670584017
03-01-06-02-01-01-01,fearful,-0.745700324657999,1.5937225073247094,0.027438465350176917,0.2881001115853183,2.8273230769587743,1943.8959223746576,2046.785436723296,0.18032174598241282,0.8245899442421524,0.05941309160575928
03-01-06-02-01-02-01,fearful,-0.5325456365666863,1.2701674538774756,0.025109951696179873,-0.03747282515618874,2.0281053258725326,1886.7190021884676,1844.109960381256,0.18613652743484835,0.7504466270592111,0.053229142329169574
03-01-06-02-02-01-01,fearful,-0.3905341365288959,1.4174337014740104,0.03236329653618457,0.08110716708366328,1.8205086665242929,2079.0283946497666,2272.102865786125,0.18295246905689538,0.7646632233371515,0.08919200481305961
03-01-06-02-02-02-01,fearful,-0.7105287273152616,1.3626186558822566,0.026753265200433807,-0.4806095825654838,1.7951755536883938,1832.785933181268,1927.2229670246295,0.181858503122862,0.7838019669048149,0.07232597800948903
03-01-07-01-01-01-01,disgust,-0.03202424090113507,1.3518506184437775,0.20010235163337967,-0.6295485955775504,1.969684604351156,2472.767285692942,1177.260627926222,0.1813611487417921,0.7581240496588707,0.07335999657130772
03-01-07-01-01-02-01,disgust,0.29360047298066083,1.5233470148729067,0.21367217669735014,-0.6497519816658373,1.9564585776954777,2969.327759742577,1809.8244406213937,0.17558048611720917,0.8098284067132095,0.06649368826173142
03-01-07-01-02-01-01,disgust,-0.0052466728462680755,1.512141003701168,0.21132063467923004,-0.7415223550214824,1.9073246193136533,2739.3817939634464,2319.871120883624,0.1821142593521133,0.7331662070650483,0.07716660687869475
03-01-07-01-02-02-01,disgust,0.561980402009943,1.5873976638547265,0.2841767801829785,-0.6497519816658373,1.8052189876638023,3141.308931682185,1998.5294122574264,0.1759661707666027,0.7764635088557719,0.08031627393644127
03-01-07-02-01-01-01,disgust,-0.004410813174458013,1.2796464913876482,0.09732722573096382,0.4362686889120931,2.317616124063485,2346.582520885657,1631.248249248564,0.18343374462482906,0.7317861250843551,0.04748873564748063
03-01-07-02-01-02-01,disgust,0.35488340992831513,1.2736324434112989,0.1694716809097025,-0.5917600346881504,2.0079519325926616,2606.3407311939527,1806.8011932940974,0.179093354377872,0.7742854024260661,0.06993804173589432
03-01-07-02-02-01-01,disgust,-0.17453758034147168,1.3279919404706741,0.1551533029526607,0.3397825846559978,1.928019765311883,2604.600138058049,1727.9896030223522,0.18606011988069515,0.7494790636425576,0.07232659262685434
03-01-07-02-02-02-01,disgust,0.17248767242190685,1.5445148293760393,0.1694086576383262,0.06942140875846858,2.2343574764313043,2895.847220216773,1506.4518722392045,0.17880481523088768,0.7517638931168251,0.06306016272669765
03-01-08-01-01-01-01,surprised,0.5370711869683342,1.4560205528425836,0.3666526326635613,-0.9305785912415315,1.5946494905425699,3045.8936858660913,1616.9077140140005,0.17893583816952496,0.8163142402700105,0.09746142789789292
03-01-08-01-01-02-01,surprised,0.5435782468302649,1.5651831284380862,0.3687919910364139,-0.30921344471818224,1.581318003287209,3027.191129046093,1535.576588140318,0.1757182673955034,0.7699829308238411,0.09882006263803365
03-01-08-01-02-01-01,surprised,0.332395800427098,1.645739409048075,0.2898268068817101,-0.8258432407215185,1.5951615651073288,2993.175033632485,1661.9920612840508,0.18108073744396636,0.7629110152259257,0.07844197888884542
03-01-08-02-01-01-01,surprised,0.09602602574096018,1.373007621022838,0.3377759037022352,0.03662889536216113,1.6968084519292113,2719.7077320166554,1719.3084279828795,0.1764296099962401,0.787045440179986,0.10295914929420459
03-01-08-02-01-02-01,surprised,0.059353413827749994,1.4010989773634732,0.34092750850345305,-0.027488604249587895,1.8142708343503715,2637.012123810461,1804.6574882804373,0.17994293560609773,0.7967276314833379,0.09232001328696572
03-01-08-02-02-01-01,surprised,0.4161109052334753,1.4187711180832736,0.35500475420728583,-1.2730012720637367,1.6653117987857124,2788.593581434318,1802.2875480477212,0.17993191789165666,0.7742035067861989,0.09025129763811858
03-01-08-02-02-02-01,surprised,0.09334107774699689,1.693230287546418,0.263714128458208,-0.16579130241586923,1.5896249004196283,3062.530937520161,1663.597266818979,0.18155802587372766,0.750335253627128,0.10572010781827025
03-01-01-01-01-01-02,neutral,-0.19766495724114935,1.3285429454705755,0.28281765559071353,-0.38090666937325734,1.758292991116459,2171.5321748445626,1547.230430117954,0.18867074913067172,0.727909286244465,0.08439017486677029
03-01-01-01-01-02-02,neutral,0.029606831961467236,1.444488397604683,0.2735153698578985,-0.4156687756324692,1.7129164461008757,2499.1173558156997,1675.6244872518746,0.18848071120293386,0.7414821782472955,0.07527171048972367
03-01-01-01-02-01-02,neutral,0.12214848266376387,1.5269227157279575,0.2482523058758812,-0.8580279240929195,1.6857000201270642,2750.4051858512935,1625.378853215619,0.1929201312067306,0.7034324638820343,0.08919197217547523
03-01-01-01-02-02-02,neutral,0.1943720371481149,1.4026557559755113,0.26615378581035504,-0.8258432407215185,1.631477516200221,2600.4942661037853,1780.637532068827,0.1859694814541357,0.7265063914440226,0.0902401178246879
03-01-02-01-01-01-02,calm,-0.07200381499782374,1.7073042563594802,0.210644170215564,-0.12071292768068113,1.9075339983925588,2770.859418978996,1388.0694018448735,0.18588205411008382,0.738732490874371,0.05853812756132351
03-01-02-01-01-02-02,calm,-0.03557615828884654,1.2270467596119385,0.31715287307369916,-0.7678512937438314,1.9891171819700626,2137.4647012470227,1420.255432104972,0.19320518089864797,0.7454577918806893,0.05034280407436436
03-01-02-01-02-01-02,calm,-0.26340858968291775,1.2147778242738518,0.32227799294138176,-0.7678512937438321,1.827404834561383,1896.0432998218716,1426.0156283721303,0.19033012400394178,0.7258604222145105,0.05168391099126302
03-01-02-01-02-02-02,calm,0.211651050916454,1.1862637729824324,0.28398499376456926,-0.06348625752110666,1.8775248400102886,2371.0463732221056,1500.0096003720041,0.192150109511807,0.7441994356150483,0.05056743665374268
03-01-02-02-01-01-02,calm,0.22624398920803232,1.3939804738351824,0.23759724518766268,-0.3385028208201699,1.9797353287782793,2647.1392361926846,1303.558246316332,0.18972455218044737,0.7454497275748428,0.03055841356268694
03-01-02-02-01-02-02,calm,-0.021716762789816643,1.0970829470873231,0.3078369275358162,-0.08548055122727463,1.9201211213501204,1957.1256585376339,1442.4404672127434,0.19427175084561385,0.7437941074050552,0.04416339828357681
03-01-02-02-02-01-02,calm,0.27736075834170637,1.1749315465151076,0.2584466301639434,-0.239577516576788,1.8492889281727163,2404.0979443600445,1468.3952282713424,0.19205119463987308,0.721493119698849,0.04452654358706515
03-01-02-02-02-02-02,calm,-0.08706863901283636,1.1055330402270447,0.3076583436762046,-0.022581269754843664,1.8910483425454978,1980.4612609327394,1708.9721679118893,0.18800017367647281,0.7742650434627563,0.04229478793288008
03-01-03-01-01-01-02,happy,0.22231125099402735,1.5718673937648053,0.1562236447862045,-0.25596793276495733,1.7388266227176488,2707.9669227858226,1617.1550363293836,0.19163792340047586,0.7002446431374059,0.07413194061129455
03-01-03-01-01-02-02,happy,0.2467386550995331,1.5053853669571924,0.22938765834744923,-0.23957751657678808,1.7733004969126789,2686.666819820203,1579.826595857704,0.1881171738659017,0.7012336527975125,0.08121239290700231
03-01-03-01-02-01-02,happy,0.1790555509429626,1.1975497536548412,0.27665438885501403,-0.9305785912415315,1.7304567850489363,2258.4364019143336,1489.6443573978092,0.19780529296655172,0.6684153124478814,0.0767678485593981
03-01-03-01-02-02-02,happy,0.1181832718000556,1.6229789492278925,0.1606043224243902,-0.9305785912415315,1.7020217130677837,2800.2879860302614,1481.5942614007945,0.1957376497969327,0.6792275688695859,0.08272395369714441
03-01-03-02-01-01-02,happy,0.09853948805500515,1.2408650427482883,0.2577682763576785,-0.1268732363854996,1.74282403706168,2148.775361559605,1708.4876521639164,0.18576038454130914,0.7223128386647667,0.08078661234736932
03-01-03-02-01-02-02,happy,0.20534688910099008,1.3839257094719128,0.2140788778638065,-0.10864841627930058,1.6743429976118345,2469.918271444758,1765.1667093804979,0.18783014243955742,0.7065723826100756,0.08687012140736644
03-01-03-02-02-01-02,happy,0.07916240421981227,1.5000206642693092,0.11964509717906463,-0.6709412807357756,1.699440706901764,2536.0261111795708,1694.3348008085543,0.19080850756260373,0.6993632375760187,0.0853225937140035
03-01-03-02-02-02-02,happy,0.037872685621773094,1.205266828256904,0.2695794574629898,-0.5569979284289387,1.737836958310591,2085.0357355284364,1755.2626571741098,0.1913277709296999,0.7106353064318683,0.07634387660133218
03-01-04-01-01-01-02,sad,-0.2921873067986777,1.1336454492474166,0.30491083082446374,-0.7415223550214824,1.837280983817581,1792.4706174487862,1369.412269841193,0.19271496125893608,0.7209673924777864,0.04132144473026605
03-01-04-01-01-02-02,sad,-0.13031297761202204,1.1230724539273966,0.3143207727975481,-0.18664144138898953,1.8384896654521936,1875.1237386053538,1361.5899647985523,0.18593210444496025,0.6795551809544711,0.06484003725389627
03-01-04-01-02-01-02,sad,-0.03481896905171931,1.1396478727404622,0.3283639602186922,-0.8580279240929203,1.6683286396300616,2047.715870261318,1214.7205064874463,0.2152923768565575,0.6445275654160394,0.027649964630200984
03-01-04-01-02-02-02,sad,0.040642471471811645,1.2018472656331143,0.3165171982200931,-0.71669877129645,1.6255534933041083,2202.0910581060925,1168.0257490413571,0.20576019731655346,0.6664588623527709,0.028359680944884703
03-01-04-02-01-01-02,sad,0.049979943874591495,1.162030267355628,0.29748851373215485,-0.1394623636935201,1.8957551627581193,2104.072145290361,1594.3078166722066,0.17904485629350947,0.6939225076331887,0.09676851893641028
03-01-04-02-01-02-02,sad,0.14988323772875195,1.1707638548014678,0.2862975295657555,-0.1726307269461748,1.7891377555382229,2261.008313475785,1476.0522314957248,0.1777142388888131,0.696192060116152,0.08135124577861877
03-01-04-02-02-01-02,sad,0.07085813101871985,1.1139039377229556,0.33869158743587063,-0.6932176754469277,1.648085404492415,2141.7256375485363,1365.616457791965,0.1890754402338739,0.6771177325582383,0.0646943723606573
03-01-04-02-02-02-02,sad,0.2500289285422302,1.0627584646040165,0.3235063779012124,-0.48060958256548364,1.6769619779185314,2138.3398511617984,1624.589706790838,0.18179849654010016,0.6844442362897056,0.08966281884387975
03-01-05-01-01-01-02,angry,-0.306573746909622,1.3831353963473623,0.2745454936547596,-0.1938200260161129,1.8104429217963987,2046.4085741683841,1579.8566732109375,0.1802004914753122,0.6890218293426409,0.10263436922067082
03-01-05-01-01-02-02,angry,0.03559392236741305,1.4977175722783904,0.20039679338707134,-0.032452023781137915,1.7454742789206623,2513.5552933567883,1715.9611554415271,0.18626415515009687,0.6721390987583241,0.08335228868969362
03-01-05-01-02-01-02,angry,-0.0015901944771970046,1.4615128520525518,0.25056325736878493,-1.0688812894078132,1.7311399723711547,2464.4110241070985,1863.6083683257204,0.18781964803472698,0.7035054186484753,0.1019578006342136
03-01-05-01-02-02-02,angry,0.151319019166709,1.3368971308830273,0.24730799998237815,-0.8258432407215185,1.7145813192887536,2309.5796275476896,1872.4284448565495,0.18566598058498535,0.725683130366024,0.09852277664085404
03-01-05-02-01-01-02,angry,-0.041207233197488785,1.268464853112468,0.2242859858252649,-0.13312218566250114,1.9489533870653197,2034.3720704270718,1862.8894304283403,0.1831910611908762,0.6376157866737575,0.10825170276270218
03-01-05-02-01-02-02,angry,0.09130638299819635,1.3592903428136691,0.24366848472903688,-0.12071292768068113,1.9712102490585706,2188.8744397161336,1948.571446360021,0.18201079418309707,0.6752648013939477,0.10728754628167535
03-01-05-02-02-01-02,angry,0.43759478047790545,1.4893905766040292,0.22238465887302591,-0.6709412807357756,1.9895100710461047,2652.9978314463615,2105.265710987711,0.18089057018481508,0.6085169754030093,0.13092774056308562
03-01-05-02-02-02-02,angry,0.3440502370555082,1.309757722674338,0.22021134563222308,0.18639121569549313,2.0075263577960447,2386.0253491497187,2041.1680799090216,0.18527749633988982,0.6131811706406932,0.11823184592510567
03-01-06-01-01-01-02,fearful,0.3240085446300274,1.0963290155301717,0.20792274708518949,-0.05289318402368257,1.8783359421595291,2113.347035357198,1799.4157468954531,0.18078978961087386,0.7034302774808507,0.05481288579483538
03-01-06-01-01-02-02,fearful,0.22105472508980947,1.0670561860924928,0.20447443546793503,-0.23160858690551261,1.8618096891408547,2076.486926522372,1727.1005247526339,0.18150456772598716,0.6962539015021938,0.06522925599946777
03-01-06-01-02-01-02,fearful,0.430042278322807,1.2334277478755495,0.20473781364088653,-0.892790030352132,1.7862870085888267,2423.6107516742236,1900.564774730053,0.18652018654497923,0.7092662625743832,0.07424734769395078
03-01-06-01-02-02-02,fearful,0.641152918030606,1.1833661599116105,0.15242613721116094,-0.8258432407215185,1.7880454810401476,2621.0184982147957,2029.8158885100083,0.1844420091088243,0.6875307251617259,0.06574113487947547
03-01-06-02-01-01-02,fearful,0.6420693528429271,1.1149840780412552,0.20977198854468004,-0.17263072694617465,1.9016279749413603,2366.325309671459,1733.0372792073215,0.17804856995365181,0.6328246841717886,0.07662273393340047
03-01-06-02-01-02-02,fearful,0.6556797081588435,1.1542182487678019,0.18646442948963066,-0.20854328283681917,1.8589850011226174,2489.6145099123914,1794.4771968716807,0.18320555573231273,0.6476771348375218,0.07880149392713263
03-01-06-02-02-01-02,fearful,0.49987550270842257,1.2172556922315647,0.17962925909271787,-0.04769199033787485,1.7530008180429544,2421.132315041067,2153.6952049500896,0.17567719879567703,0.7158221045204958,0.10710770092111613
03-01-06-02-02-02-02,fearful,0.5157824493152683,1.3164345377198503,0.13009415287467654,-0.5569979284289384,1.6493631683879142,2668.9378171833673,1790.9978319277618,0.18312184975412812,0.632803371814162,0.06711303132291567
03-01-07-01-01-01-02,disgust,-0.04122685282171877,1.0579093013386216,0.3151784389940442,-0.18664144138898953,1.829690263896666,1726.3758285657657,1592.5419094566107,0.17832139629961516,0.6943922028282662,0.10108161921830548
03-01-07-01-01-02-02,disgust,-0.018402682562210247,1.081008734991943,0.29367635029680916,-0.1726307269461748,1.763893454615387,1747.1769847013445,1486.7433916464743,0.1796438845655295,0.7148476386107032,0.07725752320487071
03-01-07-01-02-01-02,disgust,-0.08623906628420201,1.1054856443664838,0.3153296651641629,-0.6709412807357756,1.7514931296258043,1832.0829028509997,2087.9706096305013,0.1847508620882176,0.6456545060691002,0.09446359012975662
03-01-07-01-02-02-02,disgust,0.0787164729912248,1.1527048194292648,0.3150401895311545,-0.6709412807357756,1.8016231123446635,2000.265243115148,1549.3597275181703,0.1910253980033056,0.6763684538720093,0.07500120113472111
03-01-07-02-01-01-02,disgust,0.07952685042354819,1.0984889010175425,0.3064468145378515,0.13861843389949255,2.107464219652752,1825.6131899138768,1410.336966208013,0.18280234321643443,0.7070037187513303,0.08504010729727014
03-01-07-02-01-02-02,disgust,0.21152778343522075,1.3316562450843412,0.25920373152492154,-0.012929884078662806,2.030754269354263,2372.595031770915,1743.0833733531845,0.17625254121166137,0.7226167881917466,0.0921549249596122
03-01-07-02-02-01-02,disgust,0.15510317339722965,1.118374805635545,0.2908700442366634,-0.05815742401603975,1.9552143421816184,2070.6739293120413,1505.918841924341,0.18594888844748003,0.6608881633630919,0.0880577699638312
03-01-07-02-02-02-02,disgust,0.13094765802047909,1.3552079230617615,0.20766223194413302,-0.6295485955775499,1.8324529468106525,2326.649200736043,1848.8296240038242,0.18578656492271736,0.6678025053189685,0.09049884917759793
03-01-08-01-01-01-02,surprised,-0.23945087364831005,1.4432917198729605,0.24537841296787488,-0.25596793276495733,1.7740409698985002,2198.285518214875,2113.45723263416,0.17260028563947782,0.7153072200553592,0.11903231634380111
03-01-08-01-01-02-02,surprised,0.41466048254973736,1.3652000956725299,0.30095260548795,-0.5406075122407691,1.7541412162312362,2544.8881591191584,1802.07098634314,0.17624036176618224,0.7050187176060656,0.12311254664331564
03-01-08-01-02-01-02,surprised,0.22437084838500196,1.4016908104550097,0.28190925103413483,-0.7415223550214824,1.7193701010217932,2469.6793634548135,1908.0599313940725,0.17824300419341038,0.7116091784486354,0.12953726741538787
03-01-08-01-02-02-02,surprised,0.3545447842519569,1.4718780453653595,0.25528782525849353,-0.7958800173440749,1.6812203838395925,2603.961803477156,1943.6281794745653,0.175829019051246,0.7259046377591453,0.13840999103856522
03-01-08-02-01-01-02,surprised,0.16377869580356752,1.4768004133299677,0.23081284458653803,-0.16579130241586937,1.872963668536167,2371.763676807253,1962.6525470909744,0.17436367081996995,0.702142742903376,0.12081284667372001
03-01-08-02-01-02-02,surprised,0.4090767806530788,1.6409419122577804,0.1982115674760356,-0.0688812894078129,1.890661191622534,2906.422915882402,1879.35734017628,0.1776155374230216,0.6948205653967346,0.11144371179717139
03-01-08-02-02-01-02,surprised,0.3517772134466645,1.4694432896486442,0.24947987067873967,-0.10864841627930047,1.84022473803479,2780.478066262472,2835.9767413728455,0.17351654753540546,0.654852567559281,0.1381696195644744
03-01-08-02-02-02-02,surprised,0.5050493281896201,1.2311814028556909,0.25857182033779563,-0.6497519816658373,1.8384769134847203,2492.1717716735143,2033.4815609058612,0.17686157539368155,0.7194377554695007,0.13000009710021262
03-01-01-01-01-01-03,neutral,-0.34117171842356997,1.4033655171356467,0.24757345527980665,-0.8580279240929195,1.6884315791633022,2175.055121617118,1415.3178048840077,0.18154758925067038,0.7431427823216163,0.08177053085018948
03-01-01-01-01-02-03,neutral,-1.765608801231764,1.771360484162019,0.048449122780487644,-0.8927900303521317,1.651364598738653,2417.1272819304054,1416.5851749936817,0.18506337976454246,0.7327770410766916,0.0897945416860264
03-01-01-01-02-01-03,neutral,-0.12692682226523289,1.5449733641624406,0.21926812375569116,-0.8580279240929192,1.660900827337247,2491.6444096766395,1466.9017158573274,0.18188105992247738,0.7409500413355239,0.09459573042375205
03-01-01-01-02-02-03,neutral,-0.010381871602663087,1.7369468857098738,0.15113399525916948,-0.9719712763997559,1.6058023152697178,2798.741620266234,1660.9679630176672,0.18696603240026383,0.750964106663922,0.09543808928166322
03-01-02-01-01-01-03,calm,-0.6307710718290644,1.3772850815309226,0.2552023758188816,-0.8580279240929195,1.9052648080809738,1947.1973282530826,2073.8620542642852,0.17274807164499303,0.8336379397943359,0.0813194129517156
03-01-02-01-01-02-03,calm,-0.4331367139904038,1.2262223231154283,0.2768057558503036,-0.7958800173440754,1.8785145930773146,1780.005303885746,2024.3433045582217,0.1709345713175238,0.8186377782823202,0.08671695997623788
03-01-02-01-02-01-03,calm,-0.3384220910839339,1.5584826743646867,0.1344810070603921,-1.1938200260161125,1.8639341128831597,2345.730690562158,2218.9090040254555,0.17787533741190456,0.775417529521188,0.08365384949035531
03-01-02-01-02-02-03,calm,-0.8224982796302872,1.2701448843628729,0.13945839029104154,0.11081409391669361,2.0681126791839874,2252.8380944587348,1712.993488474033,0.17776038789077256,0.7880370986274163,0.052406338479092776
03-01-02-02-01-01-03,calm,-1.1681046748011557,1.331569623133315,0.026507779994202525,0.266074826729039,1.9960976007752234,1667.278575432964,1789.371743688228,0.1776531946943408,0.81255000953347,0.06364933551257315
03-01-02-02-01-02-03,calm,-0.6435820222196916,1.4492231454667626,0.05251759236144387,0.09248671282716212,2.023332714015582,2035.063331847045,1930.263423767684,0.17878214262962697,0.7967338387256746,0.057253090505003434
03-01-02-02-02-01-03,calm,-1.3374453399224975,1.3634179296794158,0.052747677955326214,0.14530001925600786,2.156855156924442,2033.1299603314696,2211.554280375701,0.18158797130994128,0.7597261045169137,0.07242259845917157
